"1083","BYQ","Bunyu Airport","Bunyu","Indonesia","0",
"1084","BYR","Laeso Airport","Laeso Island","Denmark","0",
"1085","BYS","Bicycle Lake Army Air Field","Fort Irwin","USA - California","0",
"1086","BYT","Bantry Airport","Bantry","Ireland","0",
"1087","BYU","Bindlacher-Berg Airport","Bayreuth","Germany","0",
"1088","BYW","Blakely Island Airport","Blakely Island","USA - Washington","0",
"1089","BYX","Baniyala Airport","Baniyala","Australia","0",
"1090","BZA","San Pedro Airport","Bonanza","Nicaragua","0",
"1091","BZB","Bazaruto Island Airport","Bazaruto Island","Mozambique","0",
"1092","BZC","Buzios Airport","Buzios","Brazil","0",
"1093","BZD","Balranald Airport","Balranald","Australia","0",
"1094","BZE","Philip S.W. Goldson International Airport","Belize City","Belize","0",
"1095","BZG","Bydgoszcz Airport","Bydgoszcz","Poland","0",
"1096","BZH","Bumi Hills Airport","Bumi Hills","Zimbabwe","0",
"1097","BZI","Balikesir Airport","Balikesir","Turkey","0",
"1098","BZK","Briansk Airport","Briansk","Russia","0",
"1099","BZL","Barisal Airport","Barisal","Bangladesh","0",
"1100","BZM","Woensdrecht Airport","Bergen Op Zoom","Netherlands","0",
"1101","BZN","Gallatin Field","Bozeman","USA - Montana","0",
"1102","BZO","Bolzano Airport","Bolzano","Italy","0",
"1103","BZP","Bizant Airport","Bizant","Australia","0",
"1104","BZR","Beziers Vias Airport","Beziers","France","0",
"1105","BZS","Buzzards Point S Airport","Washington","USA - DC","0",
"1106","BZT","Hinkles Ferry","Brazoria","USA - Texas","0",
"1107","BZU","Buta Airport","Buta","Congo, DR","0",
"1108","BZV","Maya Maya Airport","Brazzaville","Congo","0",
"1109","BZY","Beltsy Airport","Beltsy","Moldova","0",
"1110","BZZ","RAF Station","Brize Norton","United Kingdom","0",
"1111","CAA","Catacamas Airport","Catacamas","Honduras","0",
"1112","CAB","Cabinda Airport","Cabinda","Angola","0",
"1113","CAC","Cascavel Airport","Cascavel","Brazil","0",
"1114","CAD","Cadillac Airport","Cadillac","USA - Michigan","0",
"1115","CAE","Columbia Metropolitan Airport","Columbia","USA - South Carolina","0",
"1116","CAF","Carauari Airport","Carauari","Brazil","0",
"1117","CAG","Elmas Airport","Cagliari","Italy","0",
"1118","CAH","Ca Mau Airport","Ca Mau","Vietnam","0",
"1119","CAI","Cairo International Airport","Cairo","Egypt","0",
"1120","CAJ","Canaima Airport","Canaima","Venezuela","0",
"1121","CAK","Akron/Canton Regional Airport","Akron/Canton","USA - Ohio","0",
"1122","CAL","Machrihanish Airport","Campbeltown","United Kingdom","0",
"1123","CAM","Camiri Airport","Camiri","Bolivia","0",
"1124","CAN","Baiyun Airport","Guangzhou","China","0",
"1125","CAO","Clayton Airport","Clayton","USA - New Mexico","0",
"1126","CAP","Cap Haitien Airport","Cap Haitien","Haiti","0",
"1127","CAQ","Caucasia Airport","Caucasia","Colombia","0",
"1128","CAR","Caribou Municipal Airport","Caribou","USA - Maine","0",
"1129","CAS","Anfa Airport","Casablanca","Morocco","0",
"1130","CAT","Cat Island Airport","Cat Island","Bahamas","0",
"1131","CAU","Caruaru Airport","Caruaru","Brazil","0",
"1132","CAW","Bartolomeu Lisandro Airport","Campos","Brazil","0",
"1133","CAX","Carlisle Airport","Carlisle","United Kingdom","0",
"1134","CAY","Rochambeau Airport","Cayenne","French Guiana","0",
"1135","CAZ","Cobar Airport","Cobar","Australia","0",
"1136","CBB","J Wilsterman Airport","Cochabamba","Bolivia","0",
"1137","CBC","Cherrabun Airport","Cherrabun","Australia","0",
"1138","CBD","Car Nicobar Airport","Car Nicobar","India","0",
"1139","CBE","Wiley Ford Airport","Cumberland","USA - Maryland","0",
"1140","CBF","Council Bluffs Municipal Airport","Council Bluffs","USA - Iowa","0",
"1141","CBG","Cambridge Airport","Cambridge","United Kingdom","0",
"1142","CBH","Leger Airport","Bechar","Algeria","0",
"1143","CBI","Cape Barren Island Airport","Cape Barren Island","Australia","0",
"1144","CBJ","Cabo Rojo Airport","Cabo Rojo","Dominican Republic","0",
"1145","CBK","Colby Municipal Airport","Colby","USA - Kansas","0",
"1146","CBL","Ciudad Bolivar Airport","Ciudad Bolivar","Venezuela","0",
"1147","CBM","Columbus Air Force Base","Columbus","USA - Mississippi","0",
"1148","CBN","Penggung Airport","Cirebon","Indonesia","0",
"1149","CBO","Awang Airport","Cotabato","Philippines","0",
"1150","CBP","Coimbra Airport","Coimbra","Portugal","0",
"1151","CBQ","Calabar Airport","Calabar","Nigeria","0",
"1152","CBR","Canberra Airport","Canberra","Australia","0",
"1153","CBS","Oro Negro Airport","Cabimas","Venezuela","0",
"1154","CBT","Catumbela Airport","Catumbela","Angola","0",
"1155","CBU","Cottbus Airport","Cottbus","Germany","0",
"1156","CBV","Coban Airport","Coban","Guatemala","0",
"1157","CBW","Campo Mourao Airport","Campo Mourao","Brazil","0",
"1158","CBX","Condobolin Airport","Condobolin","Australia","0",
"1159","CBY","Canobie Airport","Canobie","Australia","0",
"1160","CCA","Chaffee Air Force Base","Fort Chaffee","USA - Arkansas","0",
"1161","CCB","Cable Airport","Upland","USA - California","0",
"1162","CCC","Cayo Coco Airport","Cayo Coco","Cuba","0",
"1163","CCD","Century City Airport","Los Angeles","USA - California","0",
"1164","CCE","Grand Case Airport","Saint Martin","Guadeloupe","0",
"1165","CCF","Salvaza Airport","Carcassonne","France","0",
"1166","CCG","Crane County Airport","Crane","USA - Texas","0",
"1167","CCH","Chile Chico Airport","Chile Chico","Chile","0",
"1168","CCI","Concordia Airport","Concordia","Brazil","0",
"1169","CCJ","Calicut Airport","Kozhikode","India","0",
"1170","CCK","Cocos Islands Airport","Cocos Islands","Cocos & Keeling Islands","0",
"1171","CCL","Chinchilla Airport","Chinchilla","Australia","0",
"1172","CCM","Criciuma Airport","Criciuma","Brazil","0",
"1173","CCN","Chakcharan Airport","Chakcharan","Afghanistan","0",
"1174","CCO","Carimagua Airport","Carimagua","Colombia","0",
"1175","CCP","Carriel Sur Airport","Concepcion","Chile","0",
"1176","CCQ","Cachoeira Airport","Cachoeira","Brazil","0",
"1177","CCR","Buchanan Field","Concord","USA - California","0",
"1178","CCS","Simon Bolivar Airport","Caracas (CCS)","Venezuela","0",
"1179","CCT","Colonia Catriel Airport","Colonia Catriel","Argentina","0",
"1180","CCU","Netaji Subhas Chandra Airport","Kolkata","India","6",
"1181","CCV","Craig Cove Airport","Craig Cove","Vanuatu","0",
"1182","CCW","Cowell Airport","Cowell","Australia","0",
"1183","CCX","Caceres Airport","Caceres","Brazil","0",
"1184","CCY","Charles City Municipal Airport","Charles City","USA - Iowa","0",
"1185","CCZ","Chub Cay Airport","Chub Cay","Bahamas","0",
"1186","CDA","Cooinda Airport","Cooinda","Australia","0",
"1187","CDB","Cold Bay Airport","Cold Bay","USA - Alaska","0",
"1188","CDC","Cedar City Airport","Cedar City","USA - Utah","0",
"1189","CDD","Cauquira Airport","Cauquira","Honduras","0",
"1190","CDE","Caledonia Airport","Caledonia","Panama","0",
"1191","CDG","Charles De Gaulle Airport","Paris","France","0",
"1192","CDH","Harrell Field","Camden","USA - Arkansas","0",
"1193","CDI","Cachoeiro de Itapemirim Airport","Cachoeiro de Itapemirim","Brazil","0",
"1194","CDJ","Conceicao Do Araguaia Airport","Conceicao Do Araguaia","Brazil","0",
"1195","CDK","Lewis Airport","Cedar Key","USA - Florida","0",
"1196","CDL","Candle Airport","Candle","USA - Alaska","0",
"1197","CDN","Woodward Field","Camden","USA - South Carolina","0",
"1198","CDO","Cradock Airport","Cradock","South Africa","0",
"1199","CDP","Cuddapah Airport","Cuddapah","India","0",
"1200","CDQ","Croydon Airport","Croydon","Australia","0",
"1201","CDR","Maliron Airport","Maliron","USA - Nebraska","0",
"1202","CDS","Childress Airport","Childress","USA - Texas","0",
"1203","CDU","Camden Airport","Camden","Australia","0",
"1204","CDV","Mudhole Smith Airport","Cordova","USA - Alaska","0",
"1205","CDW","Caldwell Wright Airport","Caldwell","USA - New Jersey","0",
"1206","CDY","Cagayan De Sulu Airport","Cagayan De Sulu","Philippines","0",
"1207","CDZ","Cadiz Airport","Cadiz","Spain","0",
"1208","CEA","Cessna Aircraft Field","Wichita","USA - Kansas","0",
"1209","CEB","Mactan International Airport","Cebu","Philippines","0",
"1210","CEC","Mc Namara Field","Crescent City","USA - California","0",
"1211","CED","Ceduna Airport","Ceduna","Australia","0",
"1212","CEE","Cherepovets Airport","Cherepovets","Russia","0",
"1213","CEF","Westover Metro Airport","Springfield","USA - Massachusetts","0",
"1214","CEG","Chester Airport","Chester","United Kingdom","0",
"1215","CEH","Chelinda Airport","Chelinda","Malawi","0",
"1216","CEI","Chiang Rai Airport","Chiang Rai","Thailand","0",
"1217","CEJ","Chernigov Airport","Chernigov","Ukraine","0",
"1218","CEK","Chelyabinsk Airport","Chelyabinsk","Russia","0",
"1219","CEM","Central Airport","Central","USA - Alaska","0",
"1220","CEN","Ciudad Obregon Airport","Ciudad Obregon","Mexico","0",
"1221","CEP","Concepcion Airport","Concepcion","Bolivia","0",
"1222","CEQ","Mandelieu Airport","Cannes","France","0",
"1223","CER","Maupertus Airport","Cherbourg","France","0",
"1224","CES","Cessnock Airport","Cessnock","Australia","0",
"1225","CET","Le Pontreau Airport","Cholet","France","0",
"1226","CEU","Oconee County Airport","Clemson","USA - South Carolina","0",
"1227","CEV","Mettle Field","Connersville","USA - Indiana","0",
"1228","CEW","Bob Sikes Airport","Crestview","USA - Florida","0",
"1229","CEY","Calloway County Airport","Murray","USA - Kentucky","0",
"1230","CEZ","Montezuma County Airport","Cortez","USA - Colorado","0",
"1231","CFA","Coffee Point Airport","Coffee Point","USA - Alaska","0",
"1232","CFB","Cabo Frio Airport","Cabo Frio","Brazil","0",
"1233","CFC","Cacador Airport","Cacador","Brazil","0",
"1234","CFD","Coulter Field","Bryan","USA - Texas","0",
"1235","CFE","Aulnat Airport","Clermont-Ferrand","France","0",
"1236","CFG","Cienfuegos Airport","Cienfuegos","Cuba","0",
"1237","CFH","Clifton Hills Airport","Clifton Hills","Australia","0",
"1238","CFI","Camfield Airport","Camfield","Australia","0",
"1239","CFK","Chlef Airport","Chlef","Algeria","0",
"1240","CFN","Donegal Airport","Donegal","Ireland","0",
"1241","CFO","Confreza Airport","Confreza","Brazil","0",
"1242","CFP","Carpentaria Downs Airport","Carpentaria Downs","Australia","0",
"1243","CFQ","Creston Airport","Creston","Canada","0",
"1244","CFR","Carpiquet Airport","Caen","France","0",
"1245","CFS","Coffs Harbour Airport","Coffs Harbour","Australia","0",
"1246","CFT","Morenci Airport","Clifton","USA - Arizona","0",
"1247","CFU","I. Kapodistrias Airport","Kerkyra","Greece","0",
"1248","CFV","Coffeyville Municipal Airport","Coffeyville","USA - Kansas","0",
"1249","CGA","Craig Sea Plane Base","Craig","USA - Alaska","0",
"1250","CGB","M. Rondon Airport","Cuiaba","Brazil","0",
"1251","CGC","Cape Gloucester Airport","Cape Gloucester","Papua New Guinea","0",
"1252","CGD","Changde Airport","Changde","China","0",
"1253","CGE","Cambridge Airport","Cambridge","USA - Maryland","0",
"1254","CGF","Cuyahoga County Airport","Cleveland","USA - Ohio","0",
"1255","CGG","Casiguran Airport","Casiguran","Philippines","0",
"1256","CGH","Congonhas Airport","Sao Paulo","Brazil","0",
"1257","CGI","Cape Girardeau Airport","Cape Girardeau","USA - Missouri","0",
"1258","CGJ","Chingola Airport","Chingola","Zambia","0",
"1259","CGK","Soekarno-Hatta International Airport","Jakarta","Indonesia","0",
"1260","CGM","Mambajao Airport","Camiguin","Philippines","0",
"1261","CGN","Koeln/Bonn Airport","Cologne","Germany","0",
"1262","CGO","Zhengzhou Airport","Zhengzhou","China","0",
"1263","CGP","Patenga Airport","Chittagong","Bangladesh","0",
"1264","CGQ","Changchun Airport","Changchun","China","0",
"1265","CGR","Campo Grande Internacional Airport","Campo Grande","Brazil","0",
"1266","CGS","College Park Airport","College Park","USA - Maryland","0",
"1267","CGT","Chinguitti Airport","Chinguitti","Mauritania","0",
"1268","CGU","Ciudad Guayana Airport","Ciudad Guayana","Venezuela","0",
"1269","CGV","Caiguna Airport","Caiguna","Australia","0",
"1270","CGX","Merrill C Meigs Field","Chicago","USA - Illinois","0",
"1271","CGY","Lumbia Airport","Cagayan De Oro","Philippines","0",
"1272","CGZ","Casa Grande Municipal Airport","Casa Grande","USA - Arizona","0",
"1273","CHA","Lovell Field","Chattanooga","USA - Tennessee","0",
"1274","CHB","Chilas Airport","Chilas","Pakistan","0",
"1275","CHC","Christchurch International Airport","Christchurch","New Zealand","0",
"1276","CHE","Reenroe Airport","Caherciveen","Ireland","0",
"1277","CHF","Jinhae Airport","Jinhae","Korea","0",
"1278","CHG","Chaoyang Airport","Chaoyang","China","0",
"1279","CHH","Chachapoyas Airport","Chachapoyas","Peru","0",
"1280","CHJ","Chipinge Airport","Chipinge","Zimbabwe","0",
"1281","CHK","Chickasha Municipal Airport","Chickasha","USA - Oklahoma","0",
"1282","CHL","Challis Airport","Challis","USA - Idaho","0",
"1283","CHM","Chimbote Airport","Chimbote","Peru","0",
"1284","CHN","Jeonju Airport","Jeonju","Korea","0",
"1285","CHO","Albemarle Airport","Charlottesville","USA - Virginia","0",
"1286","CHP","Circle Hot Springs Airport","Circle Hot Springs","USA - Alaska","0",
"1287","CHQ","Souda Airport","Chania","Greece","0",
"1288","CHR","Chateauroux Airport","Chateauroux","France","0",
"1289","CHS","Charleston International Airport","Charleston","USA - South Carolina","0",
"1290","CHT","Karewa Airport","Chatham Island","New Zealand","0",
"1291","CHU","Chuathbaluk Airport","Chuathbaluk","USA - Alaska","0",
"1292","CHV","Chaves Airport","Chaves","Portugal","0",
"1293","CHW","Jiuquan Airport","Jiuquan","China","0",
"1294","CHX","Changuinola Airport","Changuinola","Panama","0",
"1295","CHY","Choiseul Bay Airport","Choiseul Bay","Solomon Islands","0",
"1296","CHZ","State Airport","Chiloquin","USA - Oregon","0",
"1297","CIA","Ciampino Airport","Rome","Italy","0",
"1298","CIB","Ap In The Sky Airport","Catalina Island","USA - California","0",
"1299","CIC","Chico Airport","Chico","USA - California","0",
"1300","CID","Cedar Rapids Airport","Cedar Rapids","USA - Iowa","0",
"1301","CIE","Collie Airport","Collie","Australia","0",
"1302","CIF","Chifeng Airport","Chifeng","China","0",
"1303","CIG","Craig-Moffat Airport","Craig","USA - Colorado","0",
"1304","CIH","Changzhi Airport","Changzhi","China","0",
"1305","CIJ","E. Beltram Airport","Cobija","Bolivia","0",
"1306","CIK","Chalkyitsik Airport","Chalkyitsik","USA - Alaska","0",
"1307","CIM","Cimitarra Airport","Cimitarra","Colombia","0",
"1308","CIN","Carroll Airport","Carroll","USA - Iowa","0",
"1309","CIO","MCAL Lopez Airport","Concepcion","Paraguay","0",
"1310","CIP","Chipata Airport","Chipata","Zambia","0",
"1311","CIQ","Chiquimula Airport","Chiquimula","Guatemala","0",
"1312","CIR","Cairo Airport","Cairo","USA - Illinois","0",
"1313","CIS","Canton Island Airport","Canton Island","Kiribati","0",
"1314","CIT","Shimkent Airport","Shimkent","Kazakhstan","0",
"1315","CIU","Chippewa County Airport","Sault Ste. Marie","USA - Michigan","0",
"1316","CIW","Canouan Island Airport","Canouan Island","St Vincent","0",
"1317","CIX","Cornel Ruiz Airport","Chiclayo","Peru","0",
"1318","CIY","Comiso Airport","Comiso","Italy","0",
"1319","CIZ","Coari Airport","Coari","Brazil","0",
"1320","CJA","Cajamarca Airport","Cajamarca","Peru","0",
"1321","CJB","Peelamedu Airport","Coimbatore","India","0",
"1322","CJC","El Loa Airport","Calama","Chile","0",
"1323","CJD","Candilejas Airport","Candilejas","Colombia","0",
"1324","CJH","Chilko Lake Airport","Chilko Lake","Canada","0",
"1325","CJI","Ciudad Real Airport","Ciudad Real","Spain","0",
"1326","CJJ","Cheongju Airport","Cheongju","Korea","0",
"1327","CJL","Chitral Airport","Chitral","Pakistan","0",
"1328","CJM","Chumphon Airport","Chumphon","Thailand","0",
"1329","CJN","El Cajon Airport","El Cajon","USA - California","0",
"1330","CJS","Abraham Gonzalez International Airport","Ciudad Juarez","Mexico","0",
"1331","CJT","Copalar Airport","Comitan","Mexico","0",
"1332","CJU","Jeju Airport","Jeju","Korea","0",
"1333","CKA","Kegelman Air Field","Cherokee","USA - Oklahoma","0",
"1334","CKB","Benedum Airport","Clarksburg","USA - West Virginia","0",
"1335","CKC","Cherkassy Airport","Cherkassy","Ukraine","0",
"1336","CKD","Crooked Creek Airport","Crooked Creek","USA - Alaska","0",
"1337","CKE","Clear Lake Airport","Clear Lake","USA - California","0",
"1338","CKG","Chongqing Airport","Chongqing","China","0",
"1339","CKH","Chokurdah Airport","Chokurdah","Russia","0",
"1340","CKI","Croker Island Airport","Croker Island","Australia","0",
"1341","CKK","Cherokee Village Airport","Cherokee Village","USA - Arkansas","0",
"1342","CKL","Chkalovsky Airport","Chkalovsky","Russia","0",
"1343","CKM","Fletcher Field","Clarksdale","USA - Mississippi","0",
"1344","CKN","Crookston Municipal Airport","Crookston","USA - Minnesota","0",
"1345","CKO","Cornelio Procopio Airport","Cornelio Procopio","Brazil","0",
"1346","CKR","Crane Island Airport","Crane Island","USA - Washington","0",
"1347","CKS","Carajas Airport","Carajas","Brazil","0",
"1348","CKT","Sarakhs Airport","Sarakhs","Iran","0",
"1349","CKV","Outlaw Field","Clarksville","USA - Tennessee","0",
"1350","CKX","Chicken Airport","Chicken","USA - Alaska","0",
"1351","CKY","Conakry Airport","Conakry","Guinea","0",
"1352","CKZ","Canakkale Airport","Canakkale","Turkey","0",
"1353","CLA","Comilla Airport","Comilla","Bangladesh","0",
"1354","CLB","Castlebar Airport","Castlebar","Ireland","0",
"1355","CLC","Metroport Airport","Clear Lake City","USA - Texas","0",
"1356","CLD","Carlsbad Airport","San Diego","USA - California","0",
"1357","CLE","Hopkins International Airport","Cleveland","USA - Ohio","0",
"1358","CLF","Coltishall Ab","Coltishall","United Kingdom","0",
"1359","CLG","Coalinga Airport","Coalinga","USA - California","0",
"1360","CLH","Coolah Airport","Coolah","Australia","0",
"1361","CLI","Clintonville Airport","Clintonville","USA - Wisconsin","0",
"1362","CLJ","Napoca Airport","Cluj","Romania","0",
"1363","CLK","Clinton Municipal Airport","Clinton","USA - Oklahoma","0",
"1364","CLL","Easterwood Field","College Station","USA - Texas","0",
"1365","CLM","Fairchild International Airport","Port Angeles","USA - Washington","0",
"1366","CLN","Carolina Airport","Carolina","Brazil","0",
"1367","CLO","Alfonso B. Aragon Airport","Cali","Colombia","0",
"1368","CLP","Clarks Point Airport","Clarks Point","USA - Alaska","0",
"1369","CLQ","Colima Airport","Colima","Mexico","0",
"1370","CLR","Calipatria Airport","Calipatria","USA - California","0",
"1371","CLS","Centralia Airport","Chehalis","USA - Washington","0",
"1372","CLT","Douglas Airport","Charlotte","USA - North Carolina","0",
"1373","CLU","Columbus Municipal Airport","Columbus","USA - Indiana","0",
"1374","CLV","Caldas Novas Airport","Caldas Novas","Brazil","0",
"1375","CLW","Executive Airport","Clearwater","USA - Florida","0",
"1376","CLX","Clorinda Airport","Clorinda","Argentina","0",
"1377","CLY","Sainte Catherine Airport","Calvi","France","0",
"1378","CLZ","Calabozo Airport","Calabozo","Venezuela","0",
"1379","CMA","Cunnamulla Airport","Cunnamulla","Australia","0",
"1380","CMB","Bandaranayake International Airport","Colombo","Sri Lanka","0",
"1381","CMC","Camocim Airport","Camocim","Brazil","0",
"1382","CMD","Cootamundra Airport","Cootamundra","Australia","0",
"1383","CME","Ciudad Del Carmen Airport","Ciudad Del Carmen","Mexico","0",
"1384","CMF","Chambery Airport","Chambery","France","0",
"1385","CMG","Corumba Internacional Airport","Corumba","Brazil","0",
"1386","CMH","Port Columbus International Airport","Columbus","USA - Ohio","0",
"1387","CMI","Willard University Airport","Champaign","USA - Illinois","0",
"1388","CMJ","Chi Mei Airport","Chi Mei","Taiwan","0",
"1389","CMK","Club Makokola Airport","Club Makokola","Malawi","0",
"1390","CML","Camooweal Airport","Camooweal","Australia","0",
"1391","CMM","Carmelita Airport","Carmelita","Guatemala","0",
"1392","CMN","Mohamed V Airport","Casablanca","Morocco","0",
"1393","CMO","Obbia Airport","Obbia","Somalia","0",
"1394","CMP","Campo Alegre Airport","Santana Do Araguaia","Brazil","0",
"1395","CMQ","Clermont Airport","Clermont","Australia","0",
"1396","CMR","Colmar-Houssen Airport","Colmar","France","0",
"1397","CMS","Scusciuban Airport","Scusciuban","Somalia","0",
"1398","CMT","Cameta Airport","Cameta","Brazil","0",
"1399","CMU","Chimbu Airport","Kundiawa","Papua New Guinea","0",
"1400","CMV","Coromandel Airport","Coromandel","New Zealand","0",
"1401","CMW","Ign Agramonte International Airport","Camaguey","Cuba","0",
"1402","CMX","Houghton County Airport","Hancock","USA - Michigan","0",
"1403","CMY","Camp McCoy Army Air Field","Sparta","USA - Wisconsin","0",
"1404","CMZ","Caia Airport","Caia","Mozambique","0",
"1405","CNA","Cananea Airport","Cananea","Mexico","0",
"1406","CNB","Coonamble Airport","Coonamble","Australia","0",
"1407","CNC","Coconut Island Airport","Coconut Island","Australia","0",
"1408","CND","Kogalniceanu Airport","Constanta","Romania","0",
"1409","CNE","Canon City Airport","Canon City","USA - Colorado","0",
"1410","CNF","Tancredo Neves International Airport","Belo Horizonte","Brazil","0",
"1411","CNG","Parvaud Airport","Cognac","France","0",
"1412","CNH","Claremont Municipal Airport","Claremont","USA - New Hampshire","0",
"1413","CNI","Changhai Airport","Changhai","China","0",
"1414","CNJ","Cloncurry Airport","Cloncurry","Australia","0",
"1415","CNK","Blosser Municipal Airport","Concordia","USA - Kansas","0",
"1416","CNL","Sindal Airport","Sindal","Denmark","0",
"1417","CNM","Carlsbad Airport","Carlsbad","USA - New Mexico","0",
"1418","CNN","Chulman Airport","Chulman","Russia","0",
"1419","CNO","Chino Airport","Chino","USA - California","0",
"1420","CNP","Neerlerit Inaat Airport","Neerlerit Inaat","Greenland","0",
"1421","CNQ","Camba Punta Airport","Corrientes","Argentina","0",
"1422","CNR","Chanaral Airport","Chanaral","Chile","0",
"1423","CNS","Cairns Airport","Cairns","Australia","0",
"1424","CNT","Charata Airport","Charata","Argentina","0",
"1425","CNU","Martin Johnson Airport","Chanute","USA - Kansas","0",
"1426","CNV","Canavieiras Airport","Canavieiras","Brazil","0",
"1427","CNW","James Connall Airport","Waco","USA - Texas","0",
"1428","CNX","Chiang Mai International Airport","Chiang Mai","Thailand","0",
"1429","CNY","Canyonlands Field","Moab","USA - Utah","0",
"1430","COA","Columbia Airport","Columbia","USA - California","0",
"1431","COB","Coolibah Airport","Coolibah","Australia","0",
"1432","COC","Concordia Airport","Concordia","Argentina","0",
"1433","COD","Yellowstone Regional Airport","Cody","USA - Wyoming","0",
"1434","COF","Patrick Air Force Base","Cocoa","USA - Florida","0",
"1435","COG","Mandinga Airport","Condoto","Colombia","0",
"1436","COH","Cooch Behar Airport","Cooch Behar","India","0",
"1437","COI","Merritt Island Airport","Cocoa","USA - Florida","0",
"1438","COJ","Coonabarabran Airport","Coonabarabran","Australia","0",
"1439","COK","Kochi Airport","Kochi","India","0",
"1440","COL","Coll Island Airport","Coll Island","United Kingdom","0",
"1441","COM","Coleman Airport","Coleman","USA - Texas","0",
"1442","CON","Concord Airport","Concord","USA - New Hampshire","0",
"1443","COO","Cotonou Airport","Cotonou","Benin","0",
"1444","COP","Cooperstown Airport","Cooperstown","USA - New York","0",
"1445","COQ","Choibalsan Airport","Choibalsan","Mongolia","0",
"1446","COR","Pajas Blancas Airport","Cordoba","Argentina","0",
"1447","COS","Colorado Springs Airport","Colorado Springs","USA - Colorado","0",
"1448","COT","Cotulla Airport","Cotulla","USA - Texas","0",
"1449","COU","Columbia Regional Airport","Columbia","USA - Missouri","0",
"1450","COV","Covilha Airport","Covilha","Portugal","0",
"1451","COW","Coquimbo Airport","Coquimbo","Chile","0",
"1452","COX","Congo Town Airport","Congo Town","Bahamas","0",
"1453","COY","Coolawanyah Airport","Coolawanyah","Australia","0",
"1454","COZ","Constanza Airport","Constanza","Dominican Republic","0",
"1455","CPA","A. Tubman Airport","Cape Palmas","Liberia","0",
"1456","CPB","Capurgana Airport","Capurgana","Colombia","0",
"1457","CPC","Chapelco Airport","San Martin De Los Andes","Argentina","0",
"1458","CPD","Coober Pedy Airport","Coober Pedy","Australia","0",
"1459","CPE","Campeche International Airport","Campeche","Mexico","0",
"1460","CPF","Cepu Airport","Cepu","Indonesia","0",
"1461","CPG","Carmen De Patagones Airport","Carmen De Patagones","Argentina","0",
"1462","CPH","Airport","Copenhagen","Denmark","0",
"1463","CPI","Cape Orford Airport","Cape Orford","Papua New Guinea","0",
"1464","CPL","Chaparral Airport","Chaparral","Colombia","0",
"1465","CPM","Compton Airport","Compton","USA - California","0",
"1466","CPN","Cape Rodney Airport","Cape Rodney","Papua New Guinea","0",
"1467","CPO","Chamonate Airport","Copiapo","Chile","0",
"1468","CPQ","Campinas International Airport","Campinas","Brazil","0",
"1469","CPR","Casper Airport","Casper","USA - Wyoming","0",
"1470","CPS","Bi-State Parks Airport","Saint Louis","USA - Missouri","0",
"1471","CPT","Cape Town International Airport","Cape Town","South Africa","0",
"1472","CPU","Cururupu Airport","Cururupu","Brazil","0",
"1473","CPV","Joao Suassuna Airport","Campina Grande","Brazil","0",
"1474","CPX","Culebra Airport","Culebra","Puerto Rico","0",
"1475","CQA","Canarana Airport","Canarana","Brazil","0",
"1476","CQD","Shahre-Kord Airport","Shahre-Kord","Iran","0",
"1477","CQF","Calais Airport","Calais","France","0",
"1478","CQP","Cape Flattery Airport","Cape Flattery","Australia","0",
"1479","CQS","Costa Marques Airport","Costa Marques","Brazil","0",
"1480","CQT","Caquetania Airport","Caquetania","Colombia","0",
"1481","CRA","Craiova Airport","Craiova","Romania","0",
"1482","CRB","Collarenebri Airport","Collarenebri","Australia","0",
"1483","CRC","Cartago Airport","Cartago","Colombia","0",
"1484","CRD","Comodoro Rivadavia Airport","Comodoro Rivadavia","Argentina","0",
"1485","CRE","Grand Strand Airport","Myrtle Beach","USA - South Carolina","0",
"1486","CRF","Carnot Airport","Carnot","Central African Republic","0",
"1487","CRG","Craig Municipal Airport","Jacksonville","USA - Florida","0",
"1488","CRH","Cherribah Airport","Cherribah","Australia","0",
"1489","CRI","Crooked Island Airport","Crooked Island","Bahamas","0",
"1490","CRJ","Coorabie Airport","Coorabie","Australia","0",
"1491","CRK","Clark Field","Luzon Island","Philippines","0",
"1492","CRL","Charleroi Brussels South Airport","Brussels","Belgium","0",
"1493","CRM","National Airport","Catarman","Philippines","0",
"1494","CRN","Cromarty Airport","Cromarty","United Kingdom","0",
"1495","CRO","Corcoran Airport","Corcoran","USA - California","0",
"1496","CRP","Corpus Christi International Airport","Corpus Christi","USA - Texas","0",
"1497","CRQ","Caravelas Airport","Caravelas","Brazil","0",
"1498","CRR","Ceres Airport","Ceres","Argentina","0",
"1499","CRS","Corsicana Airport","Corsicana","USA - Texas","0",
"1500","CRT","Crossett Municipal Airport","Crossett","USA - Arkansas","0",
"1501","CRU","Carriacou Island Airport","Carriacou Island","Grenada","0",
"1502","CRV","Crotone Airport","Crotone","Italy","0",
"1503","CRW","Yeager Airport","Charleston","USA - West Virginia","0",
"1504","CRX","Roscoe Turner Airport","Corinth","USA - Mississippi","0",
"1505","CRY","Carlton Hill Airport","Carlton Hill","Australia","0",
"1506","CRZ","Turkmenabad Airport","Turkmenabad","Turkmenistan","0",
"1507","CSA","Colonsay Island Airport","Colonsay Island","United Kingdom","0",
"1508","CSB","Caransebes Airport","Caransebes","Romania","0",
"1509","CSC","Canas Airport","Canas","Costa Rica","0",
"1510","CSD","Cresswell Downs Airport","Cresswell Downs","Australia","0",
