"381","4320","Bhaiyathan","Chhattisgarh","0",
"382","6359","Nani Khavdi","Gujarat","0",
"383","248","Sonpeth","Maharashtra","0",
"384","7758","Palwancha","Telangana","0",
"385","7161","Shikohabad","Uttar Pradesh","0",
"386","6809","Rajaldesar","Rajasthan","0",
"387","10459","Mannur","Tamil Nadu","0",
"388","8265","Velayuthampalayam","Tamil Nadu","0",
"389","4590","Chigalli","Karnataka","0",
"390","6650","Pawti","Rajasthan","0",
"391","5673","Khijadiya","Gujarat","0",
"392","10311","Pallivasal","Kerala","0",
"393","4730","Dechu","Rajasthan","0",
"394","5684","Khopala","Gujarat","0",
"395","10039","Bamnasa(Gir)","Gujarat","0",
"396","5602","Kesariya","Gujarat","0",
"397","10063","Dadar","Gujarat","0",
"398","10257","Sujanpur","Himachal Pradesh","0",
"399","5586","Keela Eral","Tamil Nadu","0",
"400","10370","Kudchi","Karnataka","0",
"401","5014","Ghanerao","Rajasthan","0",
"402","5669","Kherwara","Rajasthan","0",
"403","8006","Idayamelur","Tamil Nadu","0",
"404","1136","Kadegaon","Maharashtra","0",
"405","110","Chinnamandem","Andhra Pradesh","0",
"406","4916","Engapuzha","Kerala","0",
"407","225","Kollur  Mookambika","Karnataka","0",
"408","6769","Pulletikurru","Andhra Pradesh","0",
"409","1189","Siripuram","Andhra Pradesh","0",
"410","4236","Barloot","Rajasthan","0",
"411","6090","Mannargudi","Tamil Nadu","0",
"412","6608","Parihara","Rajasthan","0",
"413","10327","Sasni","Uttar Pradesh","0",
"414","6058","Mandoli","Rajasthan","0",
"415","7000","Samalaji","Gujarat","0",
"416","7669","Vikasnagar","Uttarakhand","0",
"417","5997","Makani","Maharashtra","0",
"418","587","Ashtavinayak Darshan","Maharashtra","0",
"419","998","Devrukh","Maharashtra","0",
"420","621","Tharoch","Himachal Pradesh","0",
"421","8459","Ghazipur","Uttar Pradesh","0",
"422","4764","Detad","Gujarat","0",
"423","795","Kottaippattinam","Tamil Nadu","0",
"424","4599","Chilakapadu","Andhra Pradesh","0",
"425","8241","Pudur","Tamil Nadu","0",
"426","6886","Ranikhet","Uttarakhand","0",
"427","4807","Dharampuri","Madhya Pradesh","0",
"428","3921","Akluj","Maharashtra","0",
"429","5577","Kavalakki","Karnataka","0",
"430","4919","Erattupetta","Kerala","0",
"431","6416","Nedra","Gujarat","0",
"432","310","Pandhro","Gujarat","0",
"433","7077","Satana","Maharashtra","0",
"434","7345","Tadoba","Maharashtra","0",
"435","10382","Neri Bk.","Maharashtra","0",
"436","7646","Vellaturu","Andhra Pradesh","0",
"437","837","Daltonganj","Jharkhand","0",
"438","4369","Bhilwara","Rajasthan","0",
"439","10015","Burhanpur, Uttar Pradesh","Uttar Pradesh","0",
"440","633","Sujanpur Tira","Himachal Pradesh","0",
"441","5444","Kalyanpur, Gujarat","Gujarat","0",
"442","7751","Kuttikkanam","Kerala","0",
"443","5097","Gudluru","Andhra Pradesh","0",
"444","7934","Kulai  Mangaluru","Karnataka","0",
"445","4203","Bankombo","Chhattisgarh","0",
"446","4294","Benur","Chhattisgarh","0",
"447","4168","Balwara","Rajasthan","0",
"448","4628","Chomu","Rajasthan","0",
"449","259","Kammaradi","Karnataka","0",
"450","4732","Dedan","Gujarat","0",
"451","5359","Jogbani","Bihar","0",
"452","3943","Aluva","Kerala","0",
"453","7320","Sunki","Odisha","0",
"454","4262","Batauli","Chhattisgarh","0",
"455","7537","Umedpur","Rajasthan","0",
"456","6304","Nagercoil","Tamil Nadu","0",
"457","5157","Harihara","Karnataka","0",
"458","653","Ruhil Dhar","Himachal Pradesh","0",
"459","5207","Hosur, Tamil Nadu","Tamil Nadu","0",
"460","4121","Bahadurpur, Madhya Pradesh","Madhya Pradesh","0",
"461","6584","Pantheri","Rajasthan","0",
"462","7929","Bailhongal","Karnataka","0",
"463","7010","Samrala, Punjab","Punjab","0",
"464","564","Vijayanarayanam","Tamil Nadu","0",
"465","7741","Zaheerabad","Telangana","0",
"466","6078","Mangrol, Gujarat","Gujarat","0",
"467","738","Mehra","Himachal Pradesh","0",
"468","363","Mantralayam","Andhra Pradesh","0",
"469","7336","Susner","Madhya Pradesh","0",
"470","475","Kangoo","Himachal Pradesh","0",
"471","5843","Kuravilangad","Kerala","0",
"472","4445","Bodigama","Rajasthan","0",
"473","4767","Devaliya","Gujarat","0",
"474","5426","Kallakurichi","Tamil Nadu","0",
"475","6600","Paratwada","Maharashtra","0",
"476","301","Khajuria","Bihar","0",
"477","4971","Gajner","Rajasthan","0",
"478","4535","Chapoli","Maharashtra","0",
"479","7136","Shaitrawa","Rajasthan","0",
"480","4625","Chittorgarh","Rajasthan","0",
"481","8178","Mecheri","Tamil Nadu","0",
"482","4720","Daulatpur","Himachal Pradesh","0",
"483","5556","Kasrawad","Madhya Pradesh","0",
"484","4606","Chingavanam","Kerala","0",
